Manifesto;Filial;Data;Veículo;Destino;Serviços;NFs;Kg Real;Kg Taxado;M3;Vale frete;Valor NF;Valor Fretes;Valor Final;% Aprov. Veículo;Km saída;Km chegada;Km final;Classificação;Observações operacionais;Status;Usuário
77514;LSP REIS MATRIZ SJC;08/09/2025;OKZ0385;Caraguatatuba;2;2;3412;3412;0;1025;33657;876;1461;97;479232;479482;250;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77515;LSP REIS MATRIZ SJC;08/09/2025;QCC3I28;Caraguatatuba;1;5;2510;2510;0;1558;24218;947;1578;71;233198;233602;404;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77516;LSP REIS MATRIZ SJC;08/09/2025;BTB7E78;Mogi das Cruzes;2;2;1710;1710;0;635;19217;889;1483;114;35839;35978;139;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77517;LSP REIS MATRIZ SJC;08/09/2025;ENM6J23;Mogi das Cruzes;1;5;1312;1312;0;623;11890;811;1353;82;761525;761710;185;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77518;LSP REIS MATRIZ SJC;08/09/2025;EKH9C80;Ferraz de Vasconcelos;1;5;2510;2510;0;907;23319;889;1483;62;319685;319819;134;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77519;LSP REIS MATRIZ SJC;08/09/2025;AMX0E01;Arujá;1;7;5600;5600;0;1212;53784;1014;1690;80;644740;644885;145;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77520;LSP REIS MATRIZ SJC;08/09/2025;EJW3H83;Mogi das Cruzes;4;4;2138;2138;0;654;18436;583;973;106;491548;491693;145;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77521;LSP REIS MATRIZ SJC;08/09/2025;CVN8J48;Mogi das Cruzes;1;5;2307;2307;0;1078;25316;583;973;65;755216;755380;164;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77522;LSP REIS MATRIZ SJC;08/09/2025;FUQ0G36;Jacareí;1;1;3786;3786;0;0;59760;889;1483;94;675532;675562;30;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77523;LSP REIS MATRIZ SJC;08/09/2025;DAH0E39;Jacareí;1;6;2063;2063;0;587;20734;583;973;103;637515;637592;77;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77524;LSP REIS MATRIZ SJC;08/09/2025;ERN0D21;Jacareí;1;8;3481;3481;0;677;31676;811;1353;139;288470;288488;18;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77525;LSP REIS MATRIZ SJC;08/09/2025;GAN5E34;São José dos Campos;1;5;3037;3037;0;743;31807;811;1353;86;243001;243063;62;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77526;LSP REIS MATRIZ SJC;08/09/2025;ELQ7E29;São José dos Campos;1;8;3224;3224;0;804;30082;811;1353;92;564087;564190;103;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77527;LSP REIS MATRIZ SJC;08/09/2025;ERC4I24;São José dos Campos;1;6;7064;7064;0;0;74253;1014;1690;128;703293;703368;75;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77528;LSP REIS MATRIZ SJC;08/09/2025;CVN9851;São José dos Campos;1;7;3931;3931;0;0;37432;811;1353;112;658358;658469;111;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77529;LSP REIS MATRIZ SJC;08/09/2025;MFI7C33;Caçapava;4;4;3365;3365;0;0;30523;811;1353;61;629819;629907;88;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77530;LSP REIS MATRIZ SJC;08/09/2025;EIB9F27;Caçapava;1;5;3106;3106;0;1016;30703;947;1578;88;350550;350794;244;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77531;LSP REIS MATRIZ SJC;08/09/2025;DXY5B21;Tremembé, Lorena, Guaratinguetá;3;3;0;0;0;735;14001;986;986;0;441739;441985;246;GOLD PAO;CARGA: 10188678 NFS 66118 66119 66125;Finalizado;Henrique Praxedes
77532;LSP REIS MATRIZ SJC;08/09/2025;PXF6E01;São José dos Campos;1;17;12062;12062;0;0;111648;2394;3990;75;606108;606734;626;Transferência;CROSS ADORO SÃO CARLOS;Em trânsito;Juliana Curi Ferreira
77533;FRZ LOGISTICA;08/09/2025;DBL6F53;São José dos Campos;137;142;10323;10323;0;0;183164;2356;2356;86;919500;919746;246;Transferência;;Finalizado;Victor Leonardo
77534;FRZ LOGISTICA;08/09/2025;FFG4I73;São José dos Campos;2;58;8415;8415;0;0;240869;1625;1625;120;0;0;0;Transferência;;Pendente;Victor Leonardo
77535;LSP REIS MATRIZ SJC;09/09/2025;FVC8855;Taubaté;10;10;1535;1535;0;638;38592;1028;1028;95;651137;651269;132;Friboi;;Finalizado;Leticia Caliane
77536;LSP REIS MATRIZ SJC;09/09/2025;ETU9H27;São José dos Campos;21;21;1916;1916;0;948;46069;1283;1283;47;490711;490810;99;Friboi;;Finalizado;Leticia Caliane
77537;LSP REIS MATRIZ SJC;09/09/2025;EFT3I02;Aparecida;1;12;2740;2740;0;0;29708;2491;2491;78;401605;401797;192;FRZ Log;;Finalizado;Juliana Curi Ferreira
77538;LSP REIS MATRIZ SJC;09/09/2025;ETU8G66;Jacareí, São José dos Campos;23;23;2026;2026;0;906;58797;1357;1357;50;541705;541783;78;Friboi;;Finalizado;Leticia Caliane
77539;LSP REIS MATRIZ SJC;09/09/2025;FUL0B23;Atibaia, Bragança Paulista;9;29;1596;1596;0;0;27287;1412;1412;63;623651;623980;329;FRZ Log;;Finalizado;Juliana Curi Ferreira
77540;LSP REIS MATRIZ SJC;09/09/2025;EFW4A13;Caçapava;7;18;2359;2359;0;480;43763;1835;1835;107;0;0;0;FRZ Log;EMBARCADO NF 256558;Em trânsito;Juliana Curi Ferreira
77541;LSP REIS MATRIZ SJC;09/09/2025;KQV2B20;Cachoeira Paulista, Canas, Cruzeiro;10;14;2083;2083;0;818;29410;1805;1805;122;171776;172091;315;FRZ Log;;Finalizado;Juliana Curi Ferreira
77542;LSP REIS MATRIZ SJC;09/09/2025;DKI9I63;Hortolândia, Vinhedo, Campinas;3;5;1145;1145;0;899;21600;917;917;71;572394;572830;436;FRZ Log;EMBARCADO NFS 392067 392068 392069 45404 256930;Finalizado;Juliana Curi Ferreira
77543;LSP REIS MATRIZ SJC;09/09/2025;FSS2E39;Campo Limpo Paulista, Jarinu, Itatiba, Indaiatuba;8;9;469;469;0;604;8647;398;398;72;615881;616327;446;FRZ Log;EMBARCADO NF 256549;Finalizado;Juliana Curi Ferreira
77544;LSP REIS MATRIZ SJC;09/09/2025;FTG2J18;São José dos Campos, Jacareí;17;17;1768;1768;0;795;57399;1184;1184;353;222898;222995;97;Friboi;;Finalizado;Leticia Caliane
77545;LSP REIS MATRIZ SJC;09/09/2025;OOD5I38;Caraguatatuba, Ubatuba;2;9;1817;1817;0;949;15022;1652;1652;121;304079;304414;335;FRZ Log;;Finalizado;Juliana Curi Ferreira
77546;LSP REIS MATRIZ SJC;09/09/2025;KOU1E44;Caraguatatuba;3;14;1687;1687;0;665;16804;1498;1498;105;603012;603260;248;FRZ Log;;Finalizado;Juliana Curi Ferreira
77547;LSP REIS MATRIZ SJC;09/09/2025;EGD6F32;Itapevi, Cotia, Vargem Grande Paulista;3;12;1460;1460;0;905;13252;1319;1319;91;652088;652529;441;FRZ Log;;Finalizado;Juliana Curi Ferreira
77548;LSP REIS MATRIZ SJC;09/09/2025;ELW5C30;Jacareí, São José dos Campos;19;19;1149;1149;0;590;28156;769;769;71;653379;653471;92;Friboi;;Finalizado;Leticia Caliane
77549;LSP REIS MATRIZ SJC;09/09/2025;EFU4B04;Guarujá;1;7;1209;1209;0;838;11971;1099;1099;75;775471;775851;380;FRZ Log;;Finalizado;Juliana Curi Ferreira
77550;LSP REIS MATRIZ SJC;09/09/2025;BYP9G76;Mogi das Cruzes;16;16;3114;3114;0;0;92556;2086;2086;62;427787;427960;173;Friboi;;Finalizado;Leticia Caliane
77551;LSP REIS MATRIZ SJC;09/09/2025;STK5F00;Mogi das Cruzes, Arujá, Jacareí;10;10;1027;1027;0;591;22139;688;688;68;69748;69904;156;Friboi;;Finalizado;Leticia Caliane
77552;LSP REIS MATRIZ SJC;09/09/2025;EVX4989;Cunha;1;6;1796;1796;0;998;21169;1724;1724;119;622800;623170;370;FRZ Log;;Finalizado;Juliana Curi Ferreira
77553;LSP REIS MATRIZ SJC;09/09/2025;DBL6F53;Guararema, Jacareí;2;3;2715;2715;0;0;20661;2468;2468;22;919746;919823;77;FRZ Log;;Finalizado;Juliana Curi Ferreira
77554;LSP REIS MATRIZ SJC;09/09/2025;DRJ8010;Guaratinguetá;1;11;2063;2063;0;837;20259;1875;1875;93;542524;542749;225;FRZ Log;;Finalizado;Juliana Curi Ferreira
77555;LSP REIS MATRIZ SJC;09/09/2025;SVU6A45;Mogi das Cruzes;21;21;1614;1614;0;624;46816;1081;1081;107;43886;44072;186;Friboi;;Finalizado;Leticia Caliane
77556;LSP REIS MATRIZ SJC;09/09/2025;KQF0J09;Guaratinguetá;1;10;2078;2078;0;684;21438;1934;1934;129;347700;347940;240;FRZ Log;;Finalizado;Juliana Curi Ferreira
77557;LSP REIS MATRIZ SJC;09/09/2025;FUB1F65;Mogi das Cruzes;2;2;1884;1884;0;889;73658;1262;1262;47;594399;594522;123;Friboi;;Finalizado;Leticia Caliane
77558;LSP REIS MATRIZ SJC;09/09/2025;GCG7C64;Santa Isabel, Arujá, Guarulhos;5;7;580;580;0;404;6894;476;476;89;421781;421960;179;FRZ Log;;Finalizado;Juliana Curi Ferreira
77559;LSP REIS MATRIZ SJC;09/09/2025;ETU9113;Taubaté;3;3;2023;2023;0;962;69663;1355;1355;50;741411;741517;106;Friboi;;Finalizado;Leticia Caliane
77560;LSP REIS MATRIZ SJC;09/09/2025;BTB7E78;Jacareí;8;21;1385;1385;0;490;18617;1220;1220;92;0;0;0;FRZ Log;;Em trânsito;Juliana Curi Ferreira
77561;LSP REIS MATRIZ SJC;09/09/2025;EUL0B36;Ubatuba;1;13;273;273;0;526;7883;209;721;42;392574;392916;342;MEGGS;;Finalizado;Matheus Antonioli
77562;LSP REIS MATRIZ SJC;09/09/2025;FFG5F13;Ilhabela, Bertioga, São Sebastião, Caraguatatuba;21;30;2007;2007;0;0;67177;1277;1277;80;711953;712336;383;Marfrig ( BRF );;Finalizado;Leticia Caliane
77563;LSP REIS MATRIZ SJC;09/09/2025;QNX1D83;São José dos Campos;1;16;319;319;0;347;7971;170;528;49;308460;308563;103;MEGGS;;Finalizado;Matheus Antonioli
77564;LSP REIS MATRIZ SJC;09/09/2025;FSO4C01;Ubatuba, Jambeiro, Caraguatatuba, Paraibuna;24;24;2398;2398;0;0;58410;1526;1526;68;391361;391753;392;Marfrig ( BRF );;Finalizado;Leticia Caliane
77565;LSP REIS MATRIZ SJC;09/09/2025;MFI7C33;Lorena;7;19;4240;4240;0;0;46904;3792;3792;77;629922;630204;282;FRZ Log;;Finalizado;Juliana Curi Ferreira
77567;LSP REIS MATRIZ SJC;09/09/2025;QDA4J20;Mogi das Cruzes;11;12;1091;1091;0;659;17140;847;847;68;138290;138473;183;FRZ Log;EMBAERCADO NF 391798 391799 391804;Finalizado;Juliana Curi Ferreira
77568;LSP REIS MATRIZ SJC;09/09/2025;EBP2I40;Guaratinguetá, Lorena;12;12;1884;1884;0;0;62524;1198;1198;85;436072;436322;250;Marfrig ( BRF );PLACA EBP2I40;Finalizado;Leticia Caliane
77569;LSP REIS MATRIZ SJC;09/09/2025;FBS9H88;São José dos Campos;1;13;230;230;0;348;6029;170;528;35;506336;506441;105;MEGGS;;Finalizado;Matheus Antonioli
77570;LSP REIS MATRIZ SJC;09/09/2025;PII2G05;São José dos Campos, Taubaté, Caçapava, Tremembé, Pindamonhangaba;18;21;1491;1491;0;728;43729;949;949;99;129435;129715;280;Marfrig ( BRF );;Finalizado;Leticia Caliane
77571;LSP REIS MATRIZ SJC;09/09/2025;OXX2C15;Jacareí, Guarulhos, São Paulo, Arujá, Santa Isabel;17;21;1298;1298;0;671;47240;826;826;86;89394;89623;229;Marfrig ( BRF );;Finalizado;Leticia Caliane
77572;LSP REIS MATRIZ SJC;09/09/2025;LPZ9A14;Roseira, Pindamonhangaba;5;13;1868;1868;0;755;20573;1655;1655;124;579308;579505;197;FRZ Log;;Finalizado;Juliana Curi Ferreira
77573;LSP REIS MATRIZ SJC;09/09/2025;RFP9G64;Aparecida, Potim, Roseira, Pindamonhangaba;13;14;1614;1614;0;0;42193;1027;1027;107;114968;115171;203;Marfrig ( BRF );PLACA RFP9G64;Finalizado;Leticia Caliane
77574;LSP REIS MATRIZ SJC;09/09/2025;ENK8J39;São José dos Campos;14;18;1414;1414;0;461;52204;671;671;88;522796;522850;54;MINERVA;47,21 KM;Finalizado;Matheus Antonioli
77575;LSP REIS MATRIZ SJC;09/09/2025;FMG6F73;Guarulhos;14;19;1547;1547;0;687;48223;985;985;96;286088;286331;243;Marfrig ( BRF );;Finalizado;Leticia Caliane
77576;LSP REIS MATRIZ SJC;09/09/2025;PRN4H79;São José dos Campos, Jambeiro;10;11;1462;1462;0;0;33843;930;930;97;46922;47060;138;Marfrig ( BRF );PLACA PRN4H79;Finalizado;Leticia Caliane
77577;LSP REIS MATRIZ SJC;09/09/2025;FTZ8I87;São José dos Campos, Jacareí;21;23;1549;1549;0;524;37598;985;985;103;439513;439608;95;Marfrig ( BRF );;Finalizado;Leticia Caliane
77578;LSP REIS MATRIZ SJC;09/09/2025;QPS6A46;Itaquaquecetuba, Arujá, Suzano;10;14;452;452;0;599;16415;292;292;30;100732;100895;163;MINERVA;155,02 KM;Finalizado;Matheus Antonioli
77579;LSP REIS MATRIZ SJC;09/09/2025;DUO3J54;São José dos Campos;27;31;1221;1221;0;537;41220;758;758;76;158032;158139;107;MINERVA;95,44 KM;Finalizado;Matheus Antonioli
77580;LSP REIS MATRIZ SJC;09/09/2025;FOF2B00;Suzano, Poá, Taubaté;11;11;483;483;0;402;7083;373;373;74;319295;319471;176;FRZ Log;;Finalizado;Juliana Curi Ferreira
77581;LSP REIS MATRIZ SJC;09/09/2025;HFI7H71;Pindamonhangaba, Aparecida;11;14;1400;1400;0;658;46376;977;977;93;412935;413152;217;MINERVA;215,58 KM;Finalizado;Matheus Antonioli
77582;LSP REIS MATRIZ SJC;09/09/2025;QRG6I80;São José dos Campos;21;22;1523;1523;0;487;42183;969;969;101;279069;279130;61;Marfrig ( BRF );;Finalizado;Leticia Caliane
77583;LSP REIS MATRIZ SJC;09/09/2025;FKT2D65;Guaratinguetá, Lorena, Aparecida;19;24;1277;1277;0;741;46247;1067;1067;85;241696;241988;292;MINERVA;265,25 KM;Finalizado;Matheus Antonioli
77584;LSP REIS MATRIZ SJC;09/09/2025;GIH6F84;Santos;1;9;1226;1226;0;800;13067;1114;1114;81;222174;222520;346;FRZ Log;;Finalizado;Juliana Curi Ferreira
77585;LSP REIS MATRIZ SJC;09/09/2025;QGB4G99;Jacareí;15;15;1566;1566;0;523;57128;620;620;97;138383;138477;94;MINERVA;19,4 KM;Finalizado;Matheus Antonioli
77586;LSP REIS MATRIZ SJC;09/09/2025;FOS3E76;São José dos Campos;22;24;1599;1599;0;484;45135;1018;1018;106;288798;288857;59;Marfrig ( BRF );;Finalizado;Leticia Caliane
77587;LSP REIS MATRIZ SJC;09/09/2025;FLF1I90;São José dos Campos;3;8;1415;1415;0;492;26080;1048;1139;88;166802;166868;66;FRZ Log;embarcado nf 256914 256959;Finalizado;Juliana Curi Ferreira
77588;LSP REIS MATRIZ SJC;09/09/2025;EYE9683;São José dos Campos, Jacareí;21;23;1336;1336;0;516;43050;715;715;83;729852;729916;64;MINERVA;71,76 KM;Finalizado;Matheus Antonioli
77589;LSP REIS MATRIZ SJC;09/09/2025;NXZ0127;São José dos Campos;5;6;1078;1078;0;601;29250;611;1183;53;418210;418297;87;FRZ Log;EMBARCADO NF 256871 256876 256878 256881 256887 256906 256915 256916 256934 256955 256969 256984 257009 257012;Finalizado;Juliana Curi Ferreira
77590;LSP REIS MATRIZ SJC;09/09/2025;SVY3I37;Cruzeiro;1;2;1189;1189;0;706;37570;756;756;79;33551;33811;260;Marfrig ( BRF );;Finalizado;Leticia Caliane
77591;LSP REIS MATRIZ SJC;09/09/2025;CFY3E22;Ubatuba, Paraty;15;19;1420;1420;0;970;61641;1360;1360;88;192848;193348;500;MINERVA;426,39 KM;Finalizado;Matheus Antonioli
77592;LSP REIS MATRIZ SJC;09/09/2025;FWU8C95;Guarulhos;1;1;3573;3573;0;0;120947;2273;2273;71;382313;382474;161;Marfrig ( BRF );;Finalizado;Leticia Caliane
77593;LSP REIS MATRIZ SJC;09/09/2025;FLF2F36;Jacareí, Mogi das Cruzes;21;27;1131;1131;0;582;46568;797;797;70;159711;159830;119;MINERVA;116,54 KM;Finalizado;Matheus Antonioli
77594;LSP REIS MATRIZ SJC;09/09/2025;TBQ6G46;Guarulhos;1;2;1723;1723;0;0;48770;1096;1096;86;7983;8139;156;Marfrig ( BRF );;Finalizado;Leticia Caliane
77595;LSP REIS MATRIZ SJC;09/09/2025;FKT2A75;Mogi das Cruzes;20;22;1187;1187;0;609;44697;848;848;74;248064;248236;172;MINERVA;144,75 KM;Finalizado;Matheus Antonioli
77596;LSP REIS MATRIZ SJC;09/09/2025;EWR1B31;São José dos Campos;5;10;945;945;0;540;19191;644;1186;63;616304;616388;84;FRZ Log;REFERENTE PLACA EWR1B31 EMBARCADO NF 256872 256874 256886 256892 256907 256912 256913 256932 256938 256944 256947 256957 256960 256964 256965 256990 257011;Finalizado;Juliana Curi Ferreira
77597;LSP REIS MATRIZ SJC;09/09/2025;EMS6A59;Pindamonhangaba, Taubaté;12;16;1195;1195;0;668;53085;901;901;79;452952;453178;226;MINERVA;174,06 KM;Finalizado;Matheus Antonioli
77598;LSP REIS MATRIZ SJC;09/09/2025;GEN6A61;Guarulhos;2;5;1986;1986;0;0;65906;1263;1263;99;268141;268298;157;Marfrig ( BRF );;Finalizado;Leticia Caliane
77599;LSP REIS MATRIZ SJC;09/09/2025;FNF2E32;São Paulo;5;7;2285;2285;0;0;50589;1410;1410;91;623819;624228;409;FRZ Log;;Finalizado;Juliana Curi Ferreira
77600;LSP REIS MATRIZ SJC;09/09/2025;FRL8D45;Guarulhos;1;2;3572;3572;0;0;89594;2273;2273;102;675575;675715;140;Marfrig ( BRF );CARRO QUE SAIU PARA ROTA FOI O FUQ0E36;Finalizado;Leticia Caliane
77601;LSP REIS MATRIZ SJC;09/09/2025;FNP4C71;São José dos Campos;18;23;1369;1369;0;489;52342;688;688;91;403885;403948;63;MINERVA;56,67 KM;Finalizado;Matheus Antonioli
77602;LSP REIS MATRIZ SJC;09/09/2025;TBQ6G43;Ferraz de Vasconcelos;1;1;1930;1930;0;0;72180;1228;1228;96;7645;7783;138;Marfrig ( BRF );;Finalizado;Leticia Caliane
77603;LSP REIS MATRIZ SJC;09/09/2025;FKT2B95;Suzano, Ferraz de Vasconcelos, Poá;23;24;1198;1198;0;648;47895;928;928;79;196031;196239;208;MINERVA;188,6 KM;Finalizado;Matheus Antonioli
77604;LSP REIS MATRIZ SJC;09/09/2025;FFG4I73;Pindamonhangaba;1;2;3728;3728;0;0;100747;2372;2372;53;689391;689549;158;Marfrig ( BRF );;Finalizado;Leticia Caliane
77605;LSP REIS MATRIZ SJC;09/09/2025;ECT3A35;Caçapava, Taubaté;27;32;1368;1368;0;644;46202;905;905;91;156809;157013;204;MINERVA;176,01 KM;Finalizado;Matheus Antonioli
77606;LSP REIS MATRIZ SJC;09/09/2025;ETJ4G80;São Paulo;5;19;1247;1247;0;740;25968;804;804;83;328920;329211;291;FRZ Log;EMBARCADO NF 391216 391217 391218 45341;Finalizado;Juliana Curi Ferreira
77607;LSP REIS MATRIZ SJC;09/09/2025;FKC0F45;São José dos Campos;3;3;699;699;0;290;19233;445;445;97;231147;231174;27;Marfrig ( BRF );;Finalizado;Leticia Caliane
77608;LSP REIS MATRIZ SJC;09/09/2025;ETW2J69;São José dos Campos;10;14;1314;1314;0;469;49171;679;679;82;618503;618564;61;MINERVA;51,92 KM;Finalizado;Matheus Antonioli
77609;LSP REIS MATRIZ SJC;09/09/2025;CPI5G77;São José dos Campos, Paraibuna;19;27;1449;1449;0;570;55093;880;880;90;765007;765165;158;MINERVA;162,22 KM;Finalizado;Matheus Antonioli
77610;LSP REIS MATRIZ SJC;09/09/2025;FWG7E97;São José dos Campos;2;3;3235;3235;0;0;94160;2059;2059;64;434872;434895;23;Marfrig ( BRF );;Finalizado;Leticia Caliane
77611;LSP REIS MATRIZ SJC;09/09/2025;FIG5H60;São Paulo;1;4;1179;1179;0;793;12556;1071;1071;47;348428;348652;224;FRZ Log;;Finalizado;Juliana Curi Ferreira
77612;LSP REIS MATRIZ SJC;09/09/2025;PXJ9I91;Ferraz de Vasconcelos, Poá, Suzano, Itaquaquecetuba;22;24;1170;1170;0;587;30842;855;855;78;150535;150687;152;MINERVA;148,7 KM;Finalizado;Matheus Antonioli
77613;LSP REIS MATRIZ SJC;09/09/2025;CFY2A84;Cachoeira Paulista, Piquete;6;13;1244;1244;0;830;42102;1109;1109;77;125466;125791;325;MINERVA;288,15 KM;Finalizado;Matheus Antonioli
77614;LSP REIS MATRIZ SJC;09/09/2025;EFV6J80;São Paulo;1;2;1274;1274;0;743;12665;1158;1158;79;373081;373375;294;FRZ Log;;Finalizado;Juliana Curi Ferreira
77615;LSP REIS MATRIZ SJC;09/09/2025;EBO8D53;Campos do Jordão, Taubaté, Santo Antônio do Pinhal;29;33;1303;1303;0;722;48257;1088;1088;81;417233;417508;275;MINERVA;276,78 KM;Finalizado;Matheus Antonioli
77616;LSP REIS MATRIZ SJC;09/09/2025;FLF2B50;Caraguatatuba, Ubatuba;11;16;1380;1380;0;798;48889;1158;1158;86;236728;237072;344;MINERVA;315,06 KM;Finalizado;Matheus Antonioli
77617;LSP REIS MATRIZ SJC;09/09/2025;ERR0E11;São Sebastião, Caraguatatuba;22;22;1254;1254;0;795;50136;1064;1064;83;524775;525116;341;MINERVA;263,57 KM;Finalizado;Matheus Antonioli
77618;LSP REIS MATRIZ SJC;09/09/2025;IVA8F85;Bertioga, São Sebastião, Santos;28;29;1385;1385;0;760;53073;1292;1292;86;186325;186664;339;MINERVA;388,92 KM;Finalizado;Matheus Antonioli
77619;LSP REIS MATRIZ SJC;09/09/2025;MIO9D74;Paraty;14;16;1488;1488;0;1116;54270;1508;1508;93;656501;657065;564;MINERVA;507,84 KM;Finalizado;Matheus Antonioli
77620;LSP REIS MATRIZ SJC;09/09/2025;ENM6J23;São Sebastião;2;10;1311;1311;0;798;14364;1168;1168;81;761725;762069;344;FRZ Log;;Finalizado;Juliana Curi Ferreira
77621;LSP REIS MATRIZ SJC;09/09/2025;EJW3G90;São Vicente;1;5;1352;1352;0;964;10221;1229;1229;90;673552;673898;346;FRZ Log;;Finalizado;Juliana Curi Ferreira
77622;LSP REIS MATRIZ SJC;09/09/2025;PXF6E01;Taubaté;2;3;2644;2644;0;0;33124;2364;2364;16;606247;606851;604;FRZ Log;;Finalizado;Juliana Curi Ferreira
77623;LSP REIS MATRIZ SJC;09/09/2025;FHU3H82;Taubaté;12;20;2327;2327;0;628;34406;1895;1895;105;333118;333275;157;FRZ Log;;Finalizado;Juliana Curi Ferreira
77624;LSP REIS MATRIZ SJC;09/09/2025;GAE7H63;Aparecida, Guaratinguetá;7;19;1691;1691;0;703;51193;1132;1132;105;174380;174638;258;FRZ Log;;Finalizado;Juliana Curi Ferreira
77625;LSP REIS MATRIZ SJC;10/09/2025;DVT8G76;Mogi das Cruzes;1;12;3521;3521;0;958;32978;811;1353;185;553468;553632;164;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77626;LSP REIS MATRIZ SJC;09/09/2025;ERJ4C92;Vargem;1;1;855;855;0;935;15690;717;717;53;435137;435606;469;FRZ Log;EMBARCADO NF 4169329 694;Finalizado;Juliana Curi Ferreira
77627;LSP REIS MATRIZ SJC;10/09/2025;EKH9C80;Aparecida;1;16;3529;3529;0;1028;39991;876;1461;88;319855;320060;205;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77628;LSP REIS MATRIZ SJC;09/09/2025;MKR1F49;Caieiras, Francisco Morato, Cajamar;4;4;1200;1200;0;765;17213;1249;1249;75;398716;399030;314;FRZ Log;;Finalizado;Juliana Curi Ferreira
77629;LSP REIS MATRIZ SJC;10/09/2025;EAY0J27;Potim;1;6;2568;2568;0;788;26472;630;1051;102;780090;780310;220;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77630;LSP REIS MATRIZ SJC;10/09/2025;CVN9851;Taubaté;1;10;3600;3600;0;0;38501;811;1353;102;658599;658791;192;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77631;LSP REIS MATRIZ SJC;10/09/2025;FBV3H43;Itaquaquecetuba;1;12;4422;4422;0;0;45183;889;1483;88;598210;598330;120;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77633;LSP REIS MATRIZ SJC;10/09/2025;CVN9I54;Lorena;1;6;4430;4430;0;0;50347;1037;1729;110;893337;893644;307;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77634;LSP REIS MATRIZ SJC;09/09/2025;CNE2F63;Lorena;2;7;1528;1528;0;714;34533;1042;1042;95;591386;591681;295;FRZ Log;REFERENTE A CARGA:  392150;Finalizado;Juliana Curi Ferreira
77635;LSP REIS MATRIZ SJC;09/09/2025;QCC3H88;Jacareí;1;10;1708;1708;0;1044;20886;811;1353;85;103704;103851;147;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77636;LSP REIS MATRIZ SJC;09/09/2025;EIB9F27;Pindamonhangaba;4;4;2252;2252;0;860;26249;811;1353;64;350822;350962;140;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77637;LSP REIS MATRIZ SJC;09/09/2025;GET1D33;Várzea Paulista, Jundiaí;16;16;1630;1630;0;829;30696;1322;1322;108;405668;406040;372;FRZ Log;;Finalizado;Juliana Curi Ferreira
77638;LSP REIS MATRIZ SJC;09/09/2025;ETU8G60;Itaquaquecetuba;1;9;2340;2340;0;750;22866;811;1353;72;0;0;0;Adoro Varzea Paulista;;Em trânsito;Matheus Antonioli
77639;LSP REIS MATRIZ SJC;09/09/2025;ERN0D21;Itaquaquecetuba;1;11;2495;2495;0;842;26061;811;1353;99;288543;288671;128;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77640;LSP REIS MATRIZ SJC;09/09/2025;EAL5I41;Itaquaquecetuba, Ferraz de Vasconcelos, Guararema;10;10;558;558;0;374;11346;404;404;85;417098;417237;139;FRZ Log;;Finalizado;Juliana Curi Ferreira
77641;LSP REIS MATRIZ SJC;09/09/2025;OKZ0385;Suzano;1;8;2678;2678;0;917;32310;811;1353;76;479482;479660;178;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77642;LSP REIS MATRIZ SJC;09/09/2025;QCC3I28;Pindamonhangaba;3;3;3255;3255;0;1106;32141;889;1483;93;233610;233788;178;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77643;LSP REIS MATRIZ SJC;09/09/2025;CVN9851;São José dos Campos;1;12;2739;2739;0;0;31627;811;1353;78;658469;658656;187;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77644;LSP REIS MATRIZ SJC;09/09/2025;ERC4I24;Suzano;1;13;5614;5614;0;0;53915;1014;1690;102;703398;703568;170;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
